Sheet: 2026
Total Collected,=sum(B2:B5),=sum(C2:C5),=sum(D2:D5),,,,,,,
Payout,,,,,,,,,,
Capitan (Hours*$75),=4*75,=6*75,=8*75,,,,,,,
Cleaning Fee,75.0,75.0,75.0,,,,,,,
Boat (85%) after capt.,=(B2-B9)*0.85,=(C2-C9)*0.85,=(D2-D9)*0.85,,,,,,,
Cove Charters (15%) after capt.,=(B2-B9)*0.15,=(C2-C9)*0.15,=(D2-D9)*0.15,,,,,,,
Tax,=B4,=C4,=D4,,,,,,,
Fuel Deposit,=B5,=C5,=D5,,,,,,,
Hose Monkey and Izzzyokayyy,4 Hour,6 Hour,8 Hour,,,,,,,
Fee,982.5,1227.5,1472.5,,,,,,,
Cleaning Fee,75.0,75.0,75.0,,,,,,,
Tax (8.225%),=sum(B17:B18)*0.08225,=sum(C17:C18)*0.08225,=sum(D17:D18)*0.08225,,,,,,,
Fuel Deposit,500.0,500.0,500.0,,,,,,,
Total Collected,=sum(B17:B20),=sum(C17:C20),=sum(D17:D20),,,,,,,
Payout,,,,,,,,,,
Capitan (Hours*$75),300.0,450.0,600.0,,,,,,,
Cleaning Fee,75.0,75.0,75.0,,,,,,,
Boat (85%) after capt.,=(B17-B24)*0.85,=(C17-C24)*0.85,=(D17-D24)*0.85,,,,,680.13,860.88,941.63
Cove Charters (15%) after capt.,=(B17-B24)*0.15,=(C17-C24)*0.15,=(D17-D24)*0.15,,,,,,,
Tax,=B19,=C19,=D19,,,,,,,
Fuel Deposit,500.0,500.0,500.0,,,,,,,
If you got a chance and SUSFU,4 Hour,6 Hour,8 Hour,,,,,,,
Fee,800.0,1000.0,1200.0,,,,,,,
Cleaning Fee,75.0,75.0,75.0,,,,,,,
Tax (8.225%),=sum(B32:B33)*0.08225,=sum(C32:C33)*0.08225,=sum(D32:D33)*0.08225,,,,,,,
Fuel Deposit,500.0,500.0,500.0,,,,,,,
Total Collected,=sum(B32:B35),=sum(C32:C35),=sum(D32:D35),,,,,,,
Payout,,,,,,,,,,
Capitan (Hours*$75),300.0,450.0,600.0,,,,,,,
Cleaning Fee,75.0,75.0,75.0,,,,,,,
Boat (85%) after capt.,=(B32-B39)*0.85,=(C32-C39)*0.85,=(D32-D39)*0.85,,,,,,,
Cove Charters (15%) after capt.,=(B32-B39)*0.15,=(C32-C39)*0.15,=(D32-D39)*0.15,,,,,,,
Tax,=B34,=C34,=D34,,,,,,,
Fuel Deposit,500.0,500.0,500.0,,,,,,,

